ZVHS_214-006,-802428.77,-1145538.84,Spůlka
ZVHS_215-008,-758198.8,-1097716.7,Předbořický
ZVHS_110-033,-608524.65,-1049524.29,Kněžná
ZVHS_112N010,-603529.6,-1073931.4,PP č.1 Knapoveckého p.
ZVHS_501-019,-601469.6,-1169167.5,Bobrava
REF_012,-522768.19,-1091666.5,Lesná
CHMI_0104,-749109.01,-971769.65,Labe
ZVHS_206-007,-654833.4,-1104003.8,Jitkovský
ZVHS_402-056,-480038.63,-1111969.43,Lubina
CHMI_5028,-723611.13,-1067578.13,Mnichovka
CHMI_5001,-745385.9,-1091239.84,Mastník
ZVHS_403-027,-471602.7,-1108058.5,Hrabovský p. (Lesní)
ZVHS_203N003,-757236.9,-1195353.8,Kamenice
ZVHS_211-032,-782308.9,-1110389.1,Kostratecký p.
ZVHS_210-054,-701904.01,-1105658.74,Martinický
ZVHS_217-014,-814396.9,-1087312.6,Podhrázský p.
CHMI_3813,-820412.36,-1067891.18,Berounka
ZVHS_201-004,-704764,-1081646.9,Losinský
ZVHS_516-024,-614499.14,-1140453.25,Bobrůvka
ZVHS_220-029,-849202.1,-1062391.3,Petrský p.
PMO_ZPPDe008,-512857.17,-1166624.67,Dřevnice
REF_004,-669756.39,-1186058.35,Dyje
REF_101,-680376.07,-1099671.13,Pstružný potok
POH_1772,-874352,-1019119,Libavá
PMO_SPPSv030,-597288.64,-1166505.21,Svratka
PMO_YPPVO018,-554723.21,-1136353.28,Valová
PLA_60,-644382,-1054813.1,Labe
CHMI_3114,-828001.02,-1076860.57,Radbuza
POD_5311,-461310.1,-1138596.3,Řecice
POD_5576,-455188.6,-1130703.7,Morávka
PVL_3226,-821984.8,-1078099.96,Losinský potok
REF_028,-784880.96,-1167563.68,Zlatý potok
CHMI_1079,-826728.98,-1085519.03,Úhlava
REF_017,-586090.14,-1125432.48,Benešovský příkop
CHMI_1059,-774723.9,-1113549.94,Lomnice
PMO_YPPCP016,-558307.97,-1130484.51,Český potok (Vyklička)
PLA_279,-675092.2,-1045868.8,Cidlina
CHMI_1046,-745160.39,-1029643.42,Vltava
ZVHS_503-028,-536691.35,-1208969.28,Teplica *Vrbovčanka
ZVHS_104-081,-698314.31,-1063525.61,Drahobudický potok
ZVHS_111-011,-644393.7,-1014317.1,Brusnický p.
REF_091,-482585.71,-1112979.37,Odra
ZVHS_507-021,-554321.3,-1159357.5,Morkovický p.
PVL_2543,-770088.74,-1182253.97,Polečnice (Kájovský potok)
CHMI_3251,-724552.62,-1189014.39,Lužnice
ZVHS_208-019,-764865.5,-1024701.8,Šternberský
PMO_DPTZn002,-648655.62,-1198086.02,Dyje
PMO_BPPRb007,-482023.44,-1141634.59,Rožnovská Bečva
CHMI_1137,-534083.6,-1174329.5,Morava
ZVHS_202-014,-760940,-1060332.4,Svinařský p.
CHMI_3484,-901108,-994323.06,Rokytnice
PMO_DPTNr001,-675576.83,-1156858.42,Řečice (Olšanský potok)
ZVHS_302-024,-877111.1,-1030527.8,Šitbořský p.
CHMI_7045,-866972.63,-1056386.16,Mže
ZVHS_501-014,-577738.1,-1140701.8,Bílá voda
POH_1508,-854489,-1025771,Teplá
ZVHS_219-027,-728540.8,-1120750.4,Chýnovský p.
CHMI_1005,-633433.36,-1025590.82,Labe
ZVHS_205-007,-862884.9,-1083888.5,Slatina
POD_5546,-480745.5,-1111942.7,Odra
PMO_YPPMB006,-540940.76,-1150035.32,Malá Bečva
ZVHS_106-030,-688172.7,-1010810.5,Bousovský p.
ZVHS_402-014,-496072.7,-1128676.6,Grassmanka
CHMI_1007,-643236.85,-1047560.92,Labe
PVL_2030,-801351.58,-1045188.45,Javornice
CHMI_3719,-683311.51,-1137513.46,Jihlava
ZVHS_201-008,-727418.23,-1101185.89,Podnebolický
CHMI_1181,-600344.29,-1187902.79,Svratka
PLA_175,-689956.1,-971616.9,Černá Nisa
POD_5304,-469948.4,-1102271.5,Ostravice
ZVHS_509-034,-587021.25,-1080838.96,Moravská Sázava
ZVHS_401-012,-507453.8,-1076701.6,Čižina
PLA_152,-685820.3,-1029950.8,Štítarský potok
POH_1283,-807295,-989548,Podkrušnohorský přivaděč
PMO_VPPVL004,-502454.12,-1177635.13,Vlára
POD_5583,-558181.1,-1027521.3,Hoštický potok
PMO_ZPPMA022,-551122.66,-1195010.31,Morava
ZVHS_401-065,-546780.1,-1035729.5,Vidnavka
CHMI_5061,-714747,-1089334,Blanice
ZVHS_109N008,-683672.7,-1015374.9,Bukovina
PVL_2658,-755181.43,-1187609.82,Budský potok
PLA_177,-693785.4,-967703.7,Jeřice
PVL_5021,-712664.64,-1083971.83,Chotýšanka (př.Blanice-DV)
ZVHS_106-074,-681956.92,-994951.52,Stebenka
CHMI_1028,-647025.57,-1060169.56,Chrudimka
ZVHS_403-058,-483934.7,-1078781.8,Bílá Voda
POH_1167,-813319,-986193,Chomutovka
CHMI_3130,-682567.57,-1059867.13,Klejnárka
CHMI_3464,-875096,-993963,Svatava
ZVHS_102-066,-614976.13,-1081679.95,Desná
ZVHS_517-018,-568681.2,-1155031.5,Rostěnický p.
ZVHS_504-006,-685242.5,-1160102.9,Vyderský p.
ZVHS_401-052,-506443,-1049076.3,Lesný p.
ZVHS_210-041,-708475.9,-1118111.7,Novodvorský p.
PVL_2501,-819966.23,-1152397.49,Vltava
ZVHS_217-008,-811341.6,-1101638.7,Myslívský p.
PVL_2653,-758310.26,-1183893.38,Zvíkovský potok
PMO_VPPBu003,-496187.64,-1181040.95,Brumovka (Kloboucký potok)
POH_15387,-767713.81,-973241.69,Zálužánský potok
PMO_SPPBv024,-614369.43,-1160705.32,Bobrava
PMO_BPPSe011,-493333.68,-1168598.19,Senice
PMO_JPTMo001,-638780.58,-1134222.87,Oslava
POH_1080,-792357,-984673,Mracný potok
ZVHS_509-021,-602208.5,-1117712.1,Křetinka
POH_1306,-714726,-957010,Podlužský potok
ZVHS_211-037,-782638.8,-1099148.2,Mlýnský
REF_056,-752170.42,-1194594.36,Černá
PMO_YPNHL025,-563760.57,-1133835.13,Hloučela
PLA_118,-595476.8,-1061640.5,Divoká Orlice
ZVHS_511-043,-643852.35,-1153923.37,Střížovský p.
PLA_111,-622592,-1021954.4,Olešnice (do Úpy)
ZVHS_205-005,-867751.5,-1082787.7,Starý p.
ZVHS_207-064,-743096.37,-1152612.41,Ponědražský potok
ZVHS_207-049,-714764.5,-1156418.4,Pěněnský p.
ZVHS_219-003,-739652.8,-1141907.8,Brod
POD_5526,-455860.9,-1094933.8,Olše
REF_117,-799513.54,-1172563.21,Teplá Vltava
PLA_109,-623643,-1012405,Úpa
POH_15383,-856361,-987810.18,Blatenský potok
PVL_2063,-665460.28,-1123584.08,Zlatý potok(př.Šlapanky)
PVL_8955,-824817.32,-1141591.96,Vydra
CHMI_3092,-630468.35,-1045000.44,Dědina
PMO_YPPRu007,-533983.94,-1155288.8,Rusava
CHMI_3538,-714276.95,-955234.47,Mandava
PVL_2628,-758082.27,-1191879.95,Rožnovský potok
CHMI_3951,-544270.55,-1140593.1,Morava
REF_087,-659160.47,-977128.28,Mumlava
ZVHS_512-013,-544250.5,-1184296,Dlouhá řeka
CHMI_5009,-683275.08,-1109838.37,Pstružný potok
PVL_3366,-813178.25,-1084207.97,Bradava
ZVHS_202-023,-769949,-1053933,Litavka
ZVHS_506-034,-554035.51,-1097326.45,Oskava
ZVHS_213-008,-733389.3,-1055336.1,Dobřejovický
CHMI_1035,-690553.4,-995657.72,Jizera
ZVHS_205-023,-848225.3,-1088529.1,Zubřina
ZVHS_208-026,-746431.3,-1035556.9,Unětický
CHMI_3902,-875616.39,-1097485.2,Nemanický potok
ZVHS_504-042,-684123,-1176708.65,Moravská Dyje
PLA_288,-614596.8,-1053210.7,Kněžna
CHMI_1155,-446888.64,-1116644.01,Olše
PMO_JPTHu003,-676035.72,-1129669.49,Maršovský potok
REF_046,-722789.44,-1052145.67,Dobročovický potok
ZVHS_104-015,-685403.3,-1067739.9,Vrchlice
ZVHS_108-030,-665448.15,-1058874.61,Brložský potok
PLA_121,-610186.1,-1056413.3,Zdobnice
REF_080,-634851.59,-990527.84,Lysečínský potok
ZVHS_110-005,-605374.4,-1056108,Rybenský p.
ZVHS_211-011,-769905.8,-1137890.3,Divišovka
PLA_69,-719421,-1035325,Jizera
CHMI_1016,-751542.15,-992719.97,Labe
POD_5570,-462733.9,-1146444.4,Bílá Ostravice
ZVHS_501-040,-600466.14,-1142768.52,Lažánka
CHMI_0102,-712035.86,-1036730.19,Labe
CHMI_1095,-765479.91,-1054085.46,Loděnice
ZVHS_509-031,-599886.01,-1122239.99,Bohuňovka
CHMI_1065,-702911.1,-1088352.25,Želivka
ZVHS_514-011,-534365.01,-1177161.26,Burava
POH_1194,-792429,-970346,Rašeliník
POH_1119,-880436,-1022593,Odrava
REF_090,-784234.64,-1078709.52,Obecnický potok
ZVHS_206-005,-656028.5,-1110810.4,Doberský
PLA_335,-713600,-1051744,Šembera
ZVHS_109-003,-675969.3,-1049791.5,Radovesnický p.
REF_115,-713751.67,-1052084.09,Šembera
CHMI_1083,-819769.24,-1068948.54,Úslava
ZVHS_208-032,-756405.4,-1021231.9,Červený potok
PVL_2636,-736949.23,-1189678.55,Veveřský potok(př.Stropnice)
ZVHS_210-050,-709625.2,-1105251.2,Lukavecký p.
ZVHS_206-014,-664462.3,-1109994.8,Šlapanka
